"_id","title","slug","category","word_count","content","published_at","source_feed","author","views","status"
"6a8be4eddfbc1725b9ea3e41","World update: Investors will hope Kevin Warsh offers ‘comfort blanket’","world-update-investors-will-hope-kevin-warsh-offers-comfort-blanket","World","41","Investors will hope Kevin Warsh offers ‘comfort blanket’ at annual meeting of central banks amid bond market anxiety The new US Federal Reserve chair, Kevin Warsh, faces a critical test this week amid anxiety in government bond markets over inflation and","2026-08-24T05:00:52.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a8b827e58a308d18650b5f5","World update: Fifa president will face opponent seeks re-election Ceferin","world-update-fifa-president-will-face-opponent-seeks-re-election-ceferin","World","41","Fifa president will face opponent if he seeks re-election Ceferin: ‘We stopped another try to steal the sport’ The Uefa president, Aleksander Ceferin, has described Gianni Infantino’s doomed attempt to sell stakes in the World Cup as “even worse than the","2026-08-23T23:01:44.000Z","https://www.theguardian.com/football/rss","Novexa News Desk","0","draft"
"6a8b7b7c43ced25742747736","World update: Dump site Conakry, which minister just promised move","world-update-dump-site-conakry-which-minister-just-promised-move","World","44","Dump site in Conakry, which minister had just promised to move, collapsed after heavy rain in west African state A ⁠landslide at a huge waste dump in Guinea’s capital has killed 30 people, the government said on Sunday, after heavy rains overnight prompted it","2026-08-23T22:16:53.000Z","https://www.theguardian.com/world/rss","Novexa News Desk","0","draft"
"6a8b11fb1e72d21b695aa213","Sports update: Premier League updates from 4.30pm (BST) kick-off Live","sports-update-premier-league-updates-from-4-30pm-bst-kick-off-live","Sports","45","⚽ Premier League updates from the 4.30pm (BST) kick-off ⚽ Live scores | Get the Football Daily email | Drop us a line Newcastle’s new head coach, Matthias Jaissle, speaks to Sky Sports: It’s a transition phase. It’s a huge challenge. There will be some","2026-08-23T15:10:25.000Z","https://www.theguardian.com/football/rss","Novexa News Desk","0","draft"
"6a8b2e1e48166c0f30e1629d","Business update: Michael Jeffries ruled mentally competent stand trial after","business-update-michael-jeffries-ruled-mentally-competent-stand-trial-after","Business","39","Michael Jeffries is ruled mentally competent to stand trial after being hospitalized for months for dementia symptoms The former CEO of Abercrombie & Fitch has been ruled mentally competent to stand trial as he faces sex-trafficking charges after being","2026-08-23T14:32:56.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a8b19073e415ea05e746625","Business update: Transport secretary asks ‘publicly owned operators extra services","business-update-transport-secretary-asks-publicly-owned-operators-extra-services","Business","41","Transport secretary asks ‘publicly owned operators to lay on extra services where possible’ CrossCountry has cancelled almost all of its train services in Great Britain after a power cut in Birmingham hit its control centre on Sunday. Most services have been","2026-08-23T14:25:18.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a8b0af599b712316781cc80","World update: Striker becomes first Englishman award Teammate Michael Olise","world-update-striker-becomes-first-englishman-award-teammate-michael-olise","World","41","Striker becomes first Englishman to win the award Teammate Michael Olise finishes second Bayern Munich striker Harry Kane was voted the 2026 player of the year in Germany by an association of sports journalists on Sunday, finishing ahead of teammate Michael","2026-08-23T14:12:28.000Z","https://www.theguardian.com/football/rss","Novexa News Desk","0","draft"
"6a8b200d79d70d716bda1053","Artificial Intelligence update: Fears datacenter buildout debt crisis exaggerated. risks d","artificial-intelligence-update-fears-datacenter-buildout-debt-crisis-exaggerated-risks-d","Artificial Intelligence","43","Fears of a datacenter buildout debt crisis are exaggerated. The risks are different than in the past and they are recoverable Some experts are warning of a looming “debt bomb” crisis because big datacenter builders such as Meta, Oracle, xAI and CoreWeave are","2026-08-23T14:00:34.000Z","https://www.theguardian.com/uk/technology/rss","Novexa News Desk","0","draft"
"6a8abd9bbb1214bfe2b82fbc","Business update: Incident marks apparent escalation Tehran retaliation against over","business-update-incident-marks-apparent-escalation-tehran-retaliation-against-over","Business","43","Incident marks apparent escalation by Tehran in its in retaliation against UK over allowing US to use British bases Hackers linked to Iran have been blamed for a cyber-attack that caused a British power plant to be temporarily shut down. The incident involved","2026-08-23T09:07:44.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a8ab69a2cbd37545e4e009b","Technology update: Chris Lehane tells Guardian need implement safety standards","technology-update-chris-lehane-tells-guardian-need-implement-safety-standards","Technology","38","Chris Lehane tells Guardian of need to implement new safety standards as critics say AI firms acting ‘recklessly’ A senior leader at OpenAI has said people should prepare to defend against “ongoing, persistent” cyber-attacks from AIs, as cutting-edge","2026-08-23T08:00:27.000Z","https://www.theguardian.com/uk/technology/rss","Novexa News Desk","0","draft"
"6a8aa17d129d6103624c7842","Business update: studies will used shape government policy amid claims","business-update-studies-will-used-shape-government-policy-amid-claims","Business","41","Two studies will be used to shape government policy amid claims about a former franchisee who took his own life Ministers have commissioned a pair of in-depth reports into how franchising businesses are policed in the UK, as the government considers","2026-08-23T07:00:25.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a8a9a7521a6444eb19fb1e8","Business update: Surge proposals follows Labour’s lifting facto ban, with","business-update-surge-proposals-follows-labour-s-lifting-facto-ban-with","Business","42","Surge in proposals follows Labour’s lifting of de facto ban, with about 45 plans submitted in the year to March Plans for new onshore windfarms in England have reached their highest annual level in a decade, after the government overturned the Conservatives’","2026-08-23T06:00:24.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a8a936d6c6c0c247e47efe7","Business update: Victims have lost tens thousands case £300,000 fake","business-update-victims-have-lost-tens-thousands-case-300-000-fake","Business","49","Victims have lost tens of thousands – and in one case £300,000 – due to fake emails from solicitor or estate agent You are poised to move house and are awaiting the solicitor’s instructions that things are ready to go and it is time to hand over your deposit","2026-08-23T06:00:24.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a8aaf8df703d0e0b8c04a8f","Economy update: Hardliner Mohsen Rezaei also threatens American economic interests","economy-update-hardliner-mohsen-rezaei-also-threatens-american-economic-interests","Economy","37","Hardliner Mohsen Rezaei also threatens American economic interests in first interview since appointment to supreme national security council The new leader of Iran’s top security body has warned its neighbours against joining new US efforts to squeeze","2026-08-23T03:34:27.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a8a4615fc087c1366ed4e85","Business update: Exclusive: campaigners warn 600-year-old Barn Harmondsworth could ‘shaken","business-update-exclusive-campaigners-warn-600-year-old-barn-harmondsworth-could-shaken","Business","37","Exclusive: campaigners warn 600-year-old New Barn at Harmondsworth could be ‘shaken to pieces’ by vibrations Six hundred years after it was built, England’s largest surviving medieval timber-framed barn could now be “shaken to pieces” by aircraft vibrations","2026-08-23T00:00:17.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a8bc1cdac90f36270319dda","Business update: NPR's Danielle Kurtzleben speaks with Mike Roach Osgood","business-update-npr-s-danielle-kurtzleben-speaks-with-mike-roach-osgood","Business","31","NPR's Danielle Kurtzleben speaks with Mike Roach and Kim Osgood, owners of Paloma Clothing in Portland, Ore., about how the tariff fight between the U.S. and Canada is affecting their business.","2026-08-22T21:16:39.000Z","https://feeds.npr.org/1006/rss.xml","Novexa News Desk","0","draft"
"6a8ae0cbb795aa37801e3a0e","World update: U.S. stopped issuing visas citizens countries because said","world-update-u-s-stopped-issuing-visas-citizens-countries-because-said","World","32","The U.S. stopped issuing visas for citizens of 75 countries because it said they were likely to need public assistance. A judge ruled the policy illegally discriminated on the basis of nationality.","2026-08-22T20:53:19.000Z","https://feeds.npr.org/1001/rss.xml","Novexa News Desk","0","draft"
"6a8a14dd57017df4cd1bccab","World update: Prime Minister Mark Carney gave powerful speech Canadians","world-update-prime-minister-mark-carney-gave-powerful-speech-canadians","World","27","Prime Minister Mark Carney gave a powerful speech to Canadians on Saturday morning, hours after ordering negotiators to suspend U.S. trade talks despite President Trump’s punishing tariffs.","2026-08-22T20:35:48.000Z","https://rss.nytimes.com/services/xml/rss/nyt/World.xml","Novexa News Desk","0","draft"
"6a89a45e2f55ed914ab623db","World update: tells regional mayors keen tournament played British Isles","world-update-tells-regional-mayors-keen-tournament-played-british-isles","World","49","PM tells regional mayors he is keen for tournament to be played in British Isles for first time since 1966 Andy Burnham has said he wants to bring the men’s World Cup to the UK in 2042, returning the tournament to Britain for the first time in almost eight","2026-08-22T12:13:28.000Z","https://www.theguardian.com/football/rss","Novexa News Desk","0","draft"
"6a8a7e54628a909cd4cb789a","Sports update: Frasers billionaire bought Harvey Nichols increased Hugo Boss","sports-update-frasers-billionaire-bought-harvey-nichols-increased-hugo-boss","Sports","42","Frasers billionaire bought Harvey Nichols and increased Hugo Boss stake despite tough times for high-end stores What billionaire doesn’t love to splash the cash on a luxury item? Some may buy watches or yachts, but Sports Direct founder Mike Ashley has been","2026-08-22T12:00:03.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a899d5799cd2eafff98fb1a","Technology update: Streamed auctions offer cheap precious gems, experts warn","technology-update-streamed-auctions-offer-cheap-precious-gems-experts-warn","Technology","42","Streamed auctions offer a cheap way to buy the precious gems, but experts warn that quality is not guaranteed The first time Andrea Greenhill came across a livestream auction for lab-grown diamonds while scrolling on TikTok, she was stunned. While the diamond","2026-08-22T12:00:02.000Z","https://www.theguardian.com/uk/technology/rss","Novexa News Desk","0","draft"
"6a89ffc89075ba50f021dad7","Business update: Leaders claim scaremongering from business figures cause legislation","business-update-leaders-claim-scaremongering-from-business-figures-cause-legislation","Business","37","Leaders claim scaremongering from business figures may cause key legislation to become ‘meaningless’ Trades unions are warning Andy Burnham that Labour’s policy on cutting zero-hours contracts risks failing to live up to the party’s manifesto. Union leaders","2026-08-22T08:00:58.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a896c1d81da4aba5c2aaef1","World update: trial that opened Tuesday, California other states accused","world-update-trial-that-opened-tuesday-california-other-states-accused","World","41","In trial that opened on Tuesday, California and 28 other states accused the company of designing addictive sites and violating laws protecting children’s privacy Meta’s business can be boiled down to four words that begin with the letter H: hook, hold","2026-08-22T08:00:58.000Z","https://www.theguardian.com/uk/technology/rss","Novexa News Desk","0","draft"
"6a895e0d3bcbe8255514e280","Business update: Mark Carney accuses Washington ‘unfair’ last-minute changes deal","business-update-mark-carney-accuses-washington-unfair-last-minute-changes-deal","Business","41","Mark Carney accuses Washington of ‘unfair’ last-minute changes to deal, as US and Canada fail to reach agreement after three-day extension of talks Canadian prime minister Mark Carney has promised to match US tariffs “dollar for dollar”, after the two sides","2026-08-22T06:05:58.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a897329b53888d803c873da","Technology update: Amid jobs slump, award-winning writers, directors producers taking","technology-update-amid-jobs-slump-award-winning-writers-directors-producers-taking","Technology","41","Amid a jobs slump, award-winning writers, directors and producers taking on sometimes lucrative temp work teaching AI skills such as screenwriting and production Hollywood creatives are taking gig work to train AI models to replicate their skills in a bid to","2026-08-22T06:00:55.000Z","https://www.theguardian.com/uk/technology/rss","Novexa News Desk","0","draft"
"6a897a2dc170aab07b02f6cc","Artificial Intelligence update: It’s clear here Silicon Valley that advancing faster","artificial-intelligence-update-it-s-clear-here-silicon-valley-that-advancing-faster","Artificial Intelligence","42","It’s clear here in Silicon Valley that AI is advancing faster than humans’ ability to control it. That means even sober prophecies seem optimistic Here in Silicon Valley, the experts think that within the next couple of years we’ll see an extraordinary","2026-08-22T05:00:54.000Z","https://www.theguardian.com/uk/technology/rss","Novexa News Desk","0","draft"
"6a8bbabfbc2e772ad6bf4ce0","Business update: U.S. imposed tariffs billion worth Canadian products. Prime","business-update-u-s-imposed-tariffs-billion-worth-canadian-products-prime","Business","30","The U.S. has now imposed 50% tariffs on $20 billion worth of Canadian products. Prime Minister Mark Carney says Canada will match those tariffs ""dollar for dollar"" starting Sept. 8.","2026-08-22T04:36:27.000Z","https://feeds.npr.org/1006/rss.xml","Novexa News Desk","0","draft"
"6a88df7dea60410f09832e21","Sports update: Twenty-five years, days countless twists later, Coventry City","sports-update-twenty-five-years-days-countless-twists-later-coventry-city","Sports","34","Twenty-five years, 94 days and countless twists later, Coventry City have started life back in the Premier League, but it was a tough baptism of fire with a 3-0 loss at defending champions Arsenal.","2026-08-21T23:13:13.000Z","https://feeds.bbci.co.uk/sport/rss.xml","Novexa News Desk","0","draft"
"6a894ffd41e32def9be46b5a","Sports update: goal like something from It’s Knockout, Arsenal captain","sports-update-goal-like-something-from-it-s-knockout-arsenal-captain","Sports","45","His goal was like something from It’s A Knockout, but the Arsenal captain showed signs of recovery from an injury-wrecked campaign We’re back, baby. Welcome to the content zone. And yes, we did actually go away for a bit. Seriously. Check back. We really did","2026-08-21T22:43:42.000Z","https://www.theguardian.com/football/rss","Novexa News Desk","0","draft"
"6a88ca6a7af2526ea4a01d35","Sports update: Goals from Havertz, Bukayo Saka Martin Odegaard give","sports-update-goals-from-havertz-bukayo-saka-martin-odegaard-give","Sports","33","Goals from Kai Havertz, Bukayo Saka and Martin Odegaard give champions Arsenal a comfortable 3-0 win over newcomers Coventry City, in the opening game of the Premier League campaign at the Emirates Stadium.","2026-08-21T21:35:28.000Z","https://feeds.bbci.co.uk/sport/rss.xml","Novexa News Desk","0","draft"
"6a88d16dec93ed720915980e","Technology update: European regulators have imposed billions penalties technology companie","technology-update-european-regulators-have-imposed-billions-penalties-technology-companie","Technology","35","European regulators have imposed billions in penalties on US technology companies due to privacy, competition and digital market rules The Dutch data protection authority has fined ⁠Uber €825m ($966m) for deactivating driver ⁠accounts through automated","2026-08-21T20:12:33.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a8925cde761a439aa29f31f","World update: Joyce Beatty, Democratic representative from Ohio, asked federal","world-update-joyce-beatty-democratic-representative-from-ohio-asked-federal","World","30","Joyce Beatty, a Democratic representative from Ohio, asked a federal judge to stop the Kennedy Center trustees from putting President Trump's name up in three places at the arts complex.","2026-08-21T16:40:59.000Z","https://feeds.npr.org/1001/rss.xml","Novexa News Desk","0","draft"
"6a886efbbbfcfd020741aa53","World update: latest football news, comment previews This weekend’s fixtures","world-update-latest-football-news-comment-previews-this-weekend-s-fixtures","World","48","⚽ All the latest football news, comment and previews ⚽ This weekend’s fixtures | Read Football Daily | Mail Tom Nothing like a bit of exclusive news to kick off the shift. Can we keep this momentum going? We shall see! Uefa and Concacaf have begun talks about","2026-08-21T15:13:10.000Z","https://www.theguardian.com/football/rss","Novexa News Desk","0","draft"
"6a8828ad8be54b936917cf14","Technology update: understand pressure companies rush forward. employees right concerned","technology-update-understand-pressure-companies-rush-forward-employees-right-concerned","Technology","45","I understand the pressure on AI companies to rush forward. But employees are right to be concerned Last month, more than a thousand employees at frontier AI companies signed a letter asking the US government to find a way to “pace” AI development, citing the","2026-08-21T10:00:32.000Z","https://www.theguardian.com/uk/technology/rss","Novexa News Desk","0","draft"
"6a8836be939eb25e6647b884","Politics update: rare interview, onetime political outcast reflects route from","politics-update-rare-interview-onetime-political-outcast-reflects-route-from","Politics","28","In a rare interview, the onetime political outcast reflects on her route from “the uncomfortable side of history” to the threshold of leading Italy’s most durable postwar government.","2026-08-21T09:01:20.000Z","https://rss.nytimes.com/services/xml/rss/nyt/World.xml","Novexa News Desk","0","draft"
"6a881a9d91b4e15b1166328a","World update: Biennial tournament could launch early 2028 Confederations seeking","world-update-biennial-tournament-could-launch-early-2028-confederations-seeking","World","39","Biennial tournament could launch as early as 2028 Confederations are seeking to oust Gianni Infantino Uefa and Concacaf have begun talks about setting up a combined Nations League tournament featuring all 96 European and North and Central American and","2026-08-21T09:00:30.000Z","https://www.theguardian.com/football/rss","Novexa News Desk","0","draft"
"6a87f7748541bdd7629f13e3","World update: Rolling coverage latest events global financial markets, economy","world-update-rolling-coverage-latest-events-global-financial-markets-economy","World","41","Rolling coverage of the latest events in global financial markets, the economy and major corporate moves The retail sales data suggests that previous resilience among British consumers in the face of war and rising energy prices may be dropping off slightly","2026-08-21T06:44:44.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a887d0e58e548eb3cac465a","Business update: July data shows total public debt £2.98tn, £96bn","business-update-july-data-shows-total-public-debt-2-98tn-96bn","Business","44","July data shows total public debt was £2.98tn, or 94% of GDP – up £96bn on a year earlier Business live – latest updates The UK government ran a larger-than-expected £1.8bn deficit in July, underlining the challenges facing the chancellor, John Healey, as he","2026-08-21T06:34:11.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a87e96a565d522e88619465","Business update: Value banknotes circulation rises from €1bn 2016 €1.6bn","business-update-value-banknotes-circulation-rises-from-1bn-2016-1-6bn","Business","43","Value of banknotes in circulation rises from €1bn in 2016 to €1.6bn in 2026 as people advised to keep stash of cash The number of banknotes in circulation in the EU is increasing despite widespread smartphone payments, new data shows, with wildfires ripping","2026-08-21T04:00:24.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a87950ac517c46575dfc434","Business update: Investors want founders understand financial reality their business","business-update-investors-want-founders-understand-financial-reality-their-business","Business","40","Investors want founders who understand the financial reality of their business. Messy data, misunderstood metrics, or waiting until you’re nearly out of cash to start fundraising can cost founders leverage, valuation, and even a term sheet. In this episode of","2026-08-20T23:32:27.000Z","https://techcrunch.com/feed/","Novexa News Desk","0","draft"
"6a87a31add81d1bbbd5399f1","Technology update: SmallSat 2026 Join NASA Exhibit Hall (Booth 635","technology-update-smallsat-2026-join-nasa-exhibit-hall-booth-635","Technology","39","SmallSat 2026 Join NASA in the Exhibit Hall (Booth # 635, 835, 641, and 940) for Storytelling by NASA experts. Full Agenda below. MONDAY, AUGUST 24, 9:00 – 10:00 AM WelcomeJose NunezBryceTech’s Smallsats by the Numbers: 2026Fletcher FranklinSupply Chain","2026-08-20T20:05:41.000Z","https://www.nasa.gov/news-release/feed/","Novexa News Desk","0","draft"
"6a87b1298187e730e80240a4","Business update: Pre-tax profits rose high street opticians £429.7m year","business-update-pre-tax-profits-rose-high-street-opticians-429-7m-year","Business","43","Pre-tax profits rose at high street opticians to £429.7m in the year to February while sales rose 7% to £4.3bn Specsavers has paid £12m to its parent company controlled by its founders Doug and Dame Mary Perkins after the high street optician’s profits","2026-08-20T15:55:13.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a86e53c36143b25249af791","World update: Milan, Napoli Atalanta have head coaches Italian football","world-update-milan-napoli-atalanta-have-head-coaches-italian-football","World","47","Milan, Napoli and Atalanta all have new head coaches as Italian football hopes to return to the spotlight And so, calcio’s “ third apocalypse ” has passed. A lot of Italians enjoyed it more than they expected to. Without a team to cheer for, again, in the","2026-08-20T11:00:51.000Z","https://www.theguardian.com/football/rss","Novexa News Desk","0","draft"
"6a8716797a7dfc3ee763009f","Sports update: Inflation fuelled conflict deterring shoppers from spending, especially","sports-update-inflation-fuelled-conflict-deterring-shoppers-from-spending-especially","Sports","42","Inflation fuelled by conflict deterring shoppers from spending, especially in the US, says high street chain The sports fashion retailer JD has cut £50m from its profit forecast as cost-of-living pressures, fuelled by the US war on Iran, weighed on sales of","2026-08-20T09:03:50.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a86bb0cb1f801c4ee36f18b","World update: Chinese property developer been sentenced life prison. decision","world-update-chinese-property-developer-been-sentenced-life-prison-decision","World","31","Chinese property developer Hui Ka Yan has been sentenced to life in prison. The decision marks a milestone in Evergrande's saga after it collapsed with more than $300 billion in liabilities.","2026-08-20T07:31:55.000Z","https://feeds.npr.org/1001/rss.xml","Novexa News Desk","0","draft"
"6a8697e517b58f1ff48d7245","World update: Israel's military Wednesday announced first criminal investigations into","world-update-israel-s-military-wednesday-announced-first-criminal-investigations-into","World","30","Israel's military on Wednesday announced its first criminal investigations into troop conduct in Gaza, focusing on the killings of 5-year-old Hind Rajab and her family and of 15 Palestinian paramedics.","2026-08-20T05:50:53.000Z","https://feeds.npr.org/1001/rss.xml","Novexa News Desk","0","draft"
"6a866dbb1f4dfe0932ff246d","World update: After deadline extension, latest U.S. tariff threats seemed","world-update-after-deadline-extension-latest-u-s-tariff-threats-seemed","World","31","After a deadline extension, the latest U.S. tariff threats seemed headed toward resolution on Wednesday, but questions lingered about what Canada would give up, and what it would get in exchange.","2026-08-20T00:22:17.000Z","https://rss.nytimes.com/services/xml/rss/nyt/World.xml","Novexa News Desk","0","draft"
"6a865fa9958ff59c92cfdef8","World update: California adopted toughest rules country that require homeowners","world-update-california-adopted-toughest-rules-country-that-require-homeowners","World","35","California has adopted the toughest new rules in the country that require homeowners to manage the plants around their houses. Fire experts say it helps protect houses from burning, but public pushback has been strong.","2026-08-19T23:19:12.000Z","https://feeds.npr.org/1001/rss.xml","Novexa News Desk","0","draft"
"6a867bcac2cdaa8016218df4","Business update: federal debt reached trillion government adds rapid rate","business-update-federal-debt-reached-trillion-government-adds-rapid-rate","Business","33","The federal debt reached $40 trillion as the government adds red ink at a rapid rate. That's leading nervous investors to demand higher interest rates — pushing up borrowing costs for everyone else.","2026-08-19T20:09:39.000Z","https://feeds.npr.org/1006/rss.xml","Novexa News Desk","0","draft"
"6a85e81cd410ac9eecec4b7c","World update: Defense analyst Stacie Pettyjohn says while U.S. military","world-update-defense-analyst-stacie-pettyjohn-says-while-u-s-military","World","26","Defense analyst Stacie Pettyjohn says while the U.S. military is facing long-range missile shortages, prolonged deployments and vacated regional bases, Iran is building cheaper weapons quickly.","2026-08-19T16:18:35.000Z","https://feeds.npr.org/1001/rss.xml","Novexa News Desk","0","draft"
"6a86205e076135c7a2b01187","Business update: Network Rail Southern owner apologise after investigators reveal","business-update-network-rail-southern-owner-apologise-after-investigators-reveal","Business","39","Network Rail and Southern owner GTR apologise after investigators reveal picture of possible heat-buckled track Rail operators have apologised after a report into last Thursday’s derailment in East Sussex found a track defect on the approach to where the","2026-08-19T14:45:03.000Z","https://www.theguardian.com/uk/business/rss","Novexa News Desk","0","draft"
"6a8682cde9e7b0188ced02bf","Artificial Intelligence update: Trump administration billion initiative dedicated using ar","artificial-intelligence-update-trump-administration-billion-initiative-dedicated-using-ar","Artificial Intelligence","30","The Trump administration has a new $5 billion initiative dedicated to using artificial intelligence to advance science. It's part of what the administration calls a new ""golden age of science.""","2026-08-19T08:46:21.000Z","https://feeds.npr.org/1019/rss.xml","Novexa News Desk","0","draft"
